u_id,numSentence,numWords,totSentiment,avgSentiment
200053269.20822.20798,3,49,4.0,1.3333333333333333
200086014.20973.20973,2,21,5.0,2.5
200152267.21018.21018,1,17,1.0,1.0
200248222.21224.21224,1,4,2.0,2.0
200248222.21234.21224,6,128,9.0,1.5
200254615.21503.21503,5,105,11.0,2.2
200347348.545.545,14,361,18.0,1.2857142857142858
200459434.1330.1330,4,95,7.0,1.75
200467748.1542.1542,2,22,2.0,1.0
193565323.8199.8199,1,11,1.0,1.0
193565323.8224.8199,2,26,3.0,1.5
193575344.8620.8620,5,103,9.0,1.8
193956162.8906.8906,3,41,4.0,1.3333333333333333
193002106.7341.7341,1,1,2.0,2.0
193002106.7347.7341,2,22,3.0,1.5
193003212.7395.7395,2,19,2.0,1.0
193004314.7447.7447,1,5,1.0,1.0
193004699.7460.7460,1,18,1.0,1.0
193040185.7515.7515,2,18,3.0,1.5
193040581.7557.7557,1,10,1.0,1.0
322161962.9817.9817,1,1,2.0,2.0
322161962.9823.9817,4,60,8.0,2.0
322164067.9956.9956,7,131,12.0,1.7142857142857142
322237019.10250.10250,5,60,8.0,1.6
323279527.11312.11312,1,4,2.0,2.0
323279527.11322.11312,6,52,11.0,1.8333333333333333
323283223.11497.11497,2,13,4.0,2.0
324092348.11528.11528,1,7,2.0,2.0
324438134.11528.11528,1,23,1.0,1.0
408375548.1540.1540,1,9,2.0,2.0
408375548.1572.1540,2,41,4.0,2.0
408377354.1760.1760,1,4,2.0,2.0
410529544.1770.1770,1,2,2.0,2.0
623925770.1777.0,1,4,2.0,2.0
623925770.1789.0,7,125,14.0,2.0
623926352.2058.2058,1,7,1.0,1.0
623927303.2076.2076,3,50,5.0,1.6666666666666667
623927515.2183.2183,1,12,1.0,1.0
623927938.2213.2213,3,23,4.0,1.3333333333333333
623928877.2282.2282,3,32,5.0,1.6666666666666667
387118463.11252.11252,1,5,2.0,2.0
387118463.11266.11252,5,38,9.0,1.8
387142996.11371.11371,4,24,8.0,2.0
387144482.11425.11425,3,26,5.0,1.6666666666666667
387147917.11497.11497,8,55,15.0,1.875
408844138.14894.14894,2,4,4.0,2.0
408898089.14907.14907,1,5,2.0,2.0
408899321.14921.14921,2,13,4.0,2.0
155716783.14696.14696,1,5,2.0,2.0
155716783.14713.14696,3,28,5.0,1.6666666666666667
155749009.14772.14772,1,7,2.0,2.0
155820839.14788.14788,2,64,4.0,2.0
155594817.14064.14064,1,5,2.0,2.0
155594817.14077.14064,6,78,9.0,1.5
155595108.14120.14120,3,20,5.0,1.6666666666666667
155596172.14168.14168,3,20,6.0,2.0
155598174.14375.14375,1,23,1.0,1.0
95273157.1954.1954,1,5,2.0,2.0
95273157.1969.1954,1,10,2.0,2.0
95273209.1991.1991,3,11,5.0,1.6666666666666667
95273984.2019.2019,5,78,9.0,1.8
95274287.2192.2192,4,51,6.0,1.5
95274456.2317.2317,2,33,4.0,2.0
95274694.2395.2395,3,40,6.0,2.0
95275587.2487.2487,2,12,3.0,1.5
95276032.2512.2512,2,3,3.0,1.5
95442918.2563.2563,2,25,5.0,2.5
95445864.2626.2626,2,3,3.0,1.5
95448008.2635.2635,2,27,4.0,2.0
95449261.2697.2697,3,16,5.0,1.6666666666666667
95462014.2738.2738,4,92,5.0,1.25
95476797.2946.2946,4,31,8.0,2.0
95477166.3026.3026,2,8,4.0,2.0
83160877.1204.1204,1,3,2.0,2.0
83160877.1212.1204,6,100,8.0,1.3333333333333333
83161082.1435.1435,4,28,8.0,2.0
83162074.1498.1498,10,96,16.0,1.6
318141830.5953.5953,1,4,2.0,2.0
318141830.5963.5953,5,76,7.0,1.4
318142579.6253.6253,2,55,2.0,1.0
318143659.6371.6371,2,33,5.0,2.5
318144011.6444.6444,1,30,4.0,4.0
318421860.6510.6510,2,9,4.0,2.0
318573357.6538.6538,10,131,18.0,1.8
325209973.9766.9766,1,4,2.0,2.0
325209973.9776.9766,4,68,8.0,2.0
325244745.9952.9952,2,27,3.0,1.5
325294488.10053.10053,24,350,40.0,1.6666666666666667
184206224.2971.2971,2,4,4.0,2.0
184206224.2982.2971,7,141,14.0,2.0
184234404.3345.3345,3,39,5.0,1.6666666666666667
184243979.3435.3435,1,5,2.0,2.0
169077115.2098.2098,1,5,2.0,2.0
169077115.2112.2098,3,80,7.0,2.3333333333333335
169080587.2278.2278,4,49,7.0,1.75
169207679.2397.2397,3,43,4.0,1.3333333333333333
51451175.46444.46444,1,3,2.0,2.0
51451175.46452.46444,2,16,3.0,1.5
51451323.46486.46486,2,20,3.0,1.5
51451721.46548.46548,1,12,2.0,2.0
44473697.13334.13334,1,4,2.0,2.0
44473697.13344.13334,3,49,6.0,2.0
44474698.13311.13580,2,6,4.0,2.0
44474912.13327.13327,3,43,6.0,2.0
44475242.13442.13442,3,20,7.0,2.3333333333333335
463673734.2155.2155,2,6,4.0,2.0
463673734.2170.2155,5,60,9.0,1.8
463838506.2299.2299,1,42,1.0,1.0
464225744.2389.2389,3,12,6.0,2.0
484672227.2434.2434,2,34,5.0,2.5
465151872.2417.2417,1,5,2.0,2.0
465151872.2431.2417,1,10,1.0,1.0
465173799.2454.2454,4,34,7.0,1.75
465291197.2545.2545,4,32,7.0,1.75
465344124.2616.2616,5,36,10.0,2.0
195353398.23337.23337,1,6,2.0,2.0
195353398.23351.23337,5,106,7.0,1.4
195373039.23575.23575,5,85,12.0,2.4
195600425.23764.23764,1,7,3.0,3.0
195353398.24272.23337,1,2,2.0,2.0
195353398.24282.23337,4,73,6.0,1.5
195370870.24434.24434,4,15,8.0,2.0
195486542.24800.24800,3,18,4.0,1.3333333333333333
195534010.24839.24839,2,12,2.0,1.0
370760170.48343.48343,1,7,2.0,2.0
370761582.49803.49803,14,185,24.0,1.7142857142857142
371005095.54425.0,1,1,2.0,2.0
370454238.40262.40262,1,6,2.0,2.0
370454238.40276.40262,2,26,3.0,1.5
370476100.41272.41272,1,27,3.0,3.0
370486398.41328.41328,5,32,10.0,2.0
144384425.3276.3276,1,1,2.0,2.0
144384425.3282.3276,5,73,9.0,1.8
144475012.3437.3437,1,15,2.0,2.0
144968345.3472.3472,4,32,7.0,1.75
157901643.10900.10900,1,3,2.0,2.0
157901643.10908.10900,3,12,5.0,1.6666666666666667
157902070.10947.10947,1,21,3.0,3.0
157902358.10997.10997,3,48,5.0,1.6666666666666667
157908721.11241.11241,1,20,1.0,1.0
157920934.11298.11298,1,4,2.0,2.0
226534237.12302.12302,1,2,2.0,2.0
226534237.12309.12302,4,33,9.0,2.25
228327288.12384.12384,1,28,1.0,1.0
231343545.12837.12837,2,18,3.0,1.5
228260381.12384.12384,1,2,2.0,2.0
228260381.12395.12384,1,7,2.0,2.0
228311358.12415.12415,4,58,7.0,1.75
228327817.12625.12625,1,19,1.0,1.0
229896009.12675.12675,1,1,2.0,2.0
313175753.27706.27706,1,2,2.0,2.0
313199378.29694.30655,1,33,1.0,1.0
313262276.30655.30655,12,203,20.0,1.6666666666666667
313329159.30733.30655,4,27,6.0,1.5
318028459.38631.38631,1,1,2.0,2.0
318028459.38637.38631,5,55,10.0,2.0
318033745.38709.38709,9,135,14.0,1.5555555555555556
318168648.39010.39010,5,87,8.0,1.6
318743165.44594.44594,3,11,5.0,1.6666666666666667
185302851.9838.9838,2,3,3.0,1.5
185302851.9847.9838,4,72,9.0,2.25
185351616.11090.11090,2,24,5.0,2.5
185399251.14293.14293,1,10,2.0,2.0
185484974.15638.15638,3,17,5.0,1.6666666666666667
185229633.7636.7636,1,2,2.0,2.0
185229633.7644.7636,2,18,3.0,1.5
185230458.7692.7692,2,5,3.0,1.5
185248261.7833.7833,2,13,3.0,1.5
185344365.8588.8588,2,3,3.0,1.5
336792863.10323.10323,1,5,1.0,1.0
336792863.10337.10323,4,64,9.0,2.25
336793878.10472.10472,2,50,3.0,1.5
336815722.10584.10584,1,7,1.0,1.0
336935299.10680.10680,3,29,7.0,2.3333333333333335
337023912.10767.10767,1,45,1.0,1.0
337024496.10871.10871,3,42,3.0,1.0
337165032.10992.10992,2,47,2.0,1.0
145897597.3994.3994,1,3,2.0,2.0
145897597.4004.3994,2,32,3.0,1.5
145898573.4072.4072,2,14,3.0,1.5
145898879.4107.4107,2,17,3.0,1.5
145900583.4158.4158,3,31,5.0,1.6666666666666667
60188809.28844.28844,1,4,2.0,2.0
60188809.28854.28844,1,2,2.0,2.0
60219453.29040.29040,2,21,4.0,2.0
60220074.29106.29106,1,2,2.0,2.0
53559800.44580.44580,1,3,2.0,2.0
53559800.44590.44580,4,40,6.0,1.5
53579612.44746.44746,2,29,2.0,1.0
53579873.44815.44815,4,51,8.0,2.0
53580708.44938.44938,2,51,2.0,1.0
26815453.51996.51996,1,6,2.0,2.0
26815453.52013.51996,3,53,3.0,1.0
26818605.52140.52140,6,73,11.0,1.8333333333333333
26821165.52304.52304,2,33,3.0,1.5
26894863.52416.1542,1,1,2.0,2.0
26894863.52422.1542,3,63,6.0,2.0
26895021.52561.52561,1,13,2.0,2.0
26895165.52590.52590,3,44,5.0,1.6666666666666667
26898054.52689.52689,2,11,3.0,1.5
26899757.52716.52716,2,23,3.0,1.5
15835089.3408.3408,1,4,2.0,2.0
15835089.3418.3408,2,33,2.0,1.0
15835449.3491.3491,4,40,6.0,1.5
15837294.3583.3583,4,28,7.0,1.75
15838573.3653.3653,4,143,5.0,1.25
15869198.3976.3976,3,23,4.0,1.3333333333333333
15832773.3019.3019,1,7,2.0,2.0
15832773.3035.3019,3,56,7.0,2.3333333333333335
15832939.3151.3151,3,48,4.0,1.3333333333333333
15833000.3256.3256,1,8,2.0,2.0
15833036.3275.3275,4,30,7.0,1.75
27909300.43483.43483,1,8,1.0,1.0
27909300.43501.43483,3,39,4.0,1.3333333333333333
27998025.43895.43895,2,16,3.0,1.5
28016892.43931.43931,3,28,4.0,1.3333333333333333
27733774.39983.39983,1,13,1.0,1.0
27733774.40013.39983,7,76,10.0,1.4285714285714286
27734163.40192.40192,2,26,2.0,1.0
27816079.40252.40252,6,49,9.0,1.5
338290689.2590.2590,2,5,4.0,2.0
338290689.2603.2590,3,27,5.0,1.6666666666666667
338315638.2666.2666,4,38,6.0,1.5
338319041.2754.2754,1,24,1.0,1.0
338346179.2805.2805,3,14,5.0,1.6666666666666667
258343447.8293.8293,1,3,3.0,3.0
258343447.8304.8293,2,36,2.0,1.0
258442590.8389.8389,2,33,2.0,1.0
258566276.8473.8473,4,115,7.0,1.75
258568268.8738.8738,2,22,5.0,2.5
258604796.8789.8789,2,19,2.0,1.0
45234304.62193.62193,1,9,2.0,2.0
45234304.62215.62193,7,120,9.0,1.2857142857142858
45330678.62495.62495,3,23,6.0,2.0
47647309.62495.62495,2,27,3.0,1.5
34475659.60604.60604,1,3,2.0,2.0
34475659.60612.60604,2,19,3.0,1.5
34480504.60663.60663,3,45,3.0,1.0
34480730.60760.60760,2,46,2.0,1.0
34480890.60870.60870,3,86,3.0,1.0
34481870.61047.61047,3,66,3.0,1.0
34578948.61196.61196,2,31,3.0,1.5
34591966.61268.61268,8,141,10.0,1.25
34592756.61579.61579,11,82,17.0,1.5454545454545454
34592905.61773.61773,2,24,3.0,1.5
92663499.3623.3623,1,9,1.0,1.0
92663499.3643.3623,3,53,4.0,1.3333333333333333
92664524.3766.3766,2,40,2.0,1.0
92664737.3854.3854,6,48,10.0,1.6666666666666667
92665388.3969.3969,2,11,3.0,1.5
92666148.3996.3996,3,45,5.0,1.6666666666666667
92664561.3854.3854,2,3,3.0,1.5
92664561.3863.3854,3,36,5.0,1.6666666666666667
92664727.3941.3941,2,19,3.0,1.5
92664864.4098.4098,3,24,6.0,2.0
92665085.4150.4150,1,12,1.0,1.0
92665378.4179.4179,1,5,2.0,2.0
92665643.4225.4225,2,10,3.0,1.5
92665885.4263.4263,3,26,6.0,2.0
211717949.74386.74386,2,6,4.0,2.0
211717949.74403.74386,5,58,9.0,1.8
211741062.74540.74540,4,33,7.0,1.75
211887614.74614.74614,2,8,3.0,1.5
203483248.64123.64123,1,4,2.0,2.0
203483248.64133.64123,9,168,13.0,1.4444444444444444
203494775.64550.64550,4,71,5.0,1.25
203517553.65619.65619,2,25,2.0,1.0
109266893.1218.1218,1,15,2.0,2.0
109266893.1250.1218,7,85,13.0,1.8571428571428572
109809552.1509.1509,4,33,8.0,2.0
115943580.1616.1616,1,15,3.0,3.0
65823673.469.469,2,4,4.0,2.0
65823673.481.469,2,16,5.0,2.5
65934271.519.519,1,9,2.0,2.0
65971578.542.542,1,26,1.0,1.0
65997560.604.604,1,4,2.0,2.0
152213422.465.0,1,3,3.0,3.0
152213422.473.0,9,58,16.0,1.7777777777777777
173830084.632.632,4,18,7.0,1.75
180855630.793.793,1,8,2.0,2.0
184445114.1058.1058,1,5,2.0,2.0
184445114.1070.1058,1,1,2.0,2.0
184445751.1073.1073,2,7,4.0,2.0
184446053.1089.1089,3,19,6.0,2.0
184446563.1146.1146,2,21,3.0,1.5
324215291.8824.8824,1,3,2.0,2.0
324215291.8832.8824,4,19,8.0,2.0
324215912.8890.8890,4,71,9.0,2.25
324216531.1741.1741,1,5,2.0,2.0
323819947.7048.7048,1,3,2.0,2.0
323819947.7056.7048,2,15,4.0,2.0
323820390.7093.7093,1,27,1.0,1.0
323820810.7153.7153,4,34,6.0,1.5
323981585.7248.7234,3,31,4.0,1.3333333333333333
323985491.7321.7321,2,39,2.0,1.0
323986080.7405.7405,2,15,4.0,2.0
323986304.7441.7441,2,27,2.0,1.0
323986546.7510.7510,2,15,3.0,1.5
323986950.7552.7550,1,12,2.0,2.0
323987579.7589.7589,1,22,1.0,1.0
314540585.6679.6679,1,6,2.0,2.0
314540585.6705.6679,2,52,4.0,2.0
314542684.6826.6826,1,12,1.0,1.0
314568820.6853.6853,2,37,3.0,1.5
316041407.7114.7114,1,1,2.0,2.0
316041407.7120.7114,8,129,12.0,1.5
316044518.7713.7713,7,97,9.0,1.2857142857142858
316044750.7936.7936,1,10,2.0,2.0
316051009.7961.7961,5,107,7.0,1.4
316052808.8205.8205,4,44,6.0,1.5
211538523.5868.5868,1,4,2.0,2.0
211538523.5878.5868,6,151,12.0,2.0
213671399.6212.6212,7,117,10.0,1.4285714285714286
213782047.6437.6437,7,169,14.0,2.0
197685544.5110.5110,1,4,2.0,2.0
197685544.5120.5110,4,56,9.0,2.25
197846379.5170.5170,9,146,11.0,1.2222222222222223
199072629.5596.5596,1,10,1.0,1.0
326601085.7426.7426,1,7,2.0,2.0
326601085.7444.7426,9,292,14.0,1.5555555555555556
326602746.8112.8112,5,110,10.0,2.0
326635206.8370.8370,1,41,1.0,1.0
322358989.5975.5975,1,7,2.0,2.0
322358989.5991.5975,1,4,2.0,2.0
322613861.6002.6002,1,15,1.0,1.0
322621396.6039.6039,5,94,9.0,1.8
322871463.6251.6251,3,13,8.0,2.6666666666666665
322876391.6293.6293,4,80,9.0,2.25
322979813.6390.6390,4,60,7.0,1.75
192080482.18556.18556,1,7,2.0,2.0
192080482.18572.18556,5,52,9.0,1.8
192083182.18688.18688,2,12,4.0,2.0
192481144.18857.18857,1,16,2.0,2.0
192524064.18894.18894,3,40,5.0,1.6666666666666667
192640416.19036.19036,2,15,4.0,2.0
192642615.19074.19074,2,22,3.0,1.5
192882222.19129.19129,2,10,3.0,1.5
192885632.19156.19156,3,29,5.0,1.6666666666666667
192890095.19227.19227,1,14,2.0,2.0
192892110.19259.19259,2,28,5.0,2.5
193088419.20001.20001,2,24,4.0,2.0
187593891.16260.16260,2,2,4.0,2.0
187593891.16269.16260,1,13,1.0,1.0
187652938.16297.16297,3,23,5.0,1.6666666666666667
188193667.16351.16351,2,32,4.0,2.0
190189346.16645.16645,4,26,8.0,2.0
190190570.16705.16705,6,63,12.0,2.0
190191097.16843.16843,5,35,9.0,1.8
190191827.16918.16918,4,38,9.0,2.25
190192005.17004.17004,4,24,8.0,2.0
190192199.17060.17060,1,17,1.0,1.0
191149920.17102.17102,2,51,4.0,2.0
191681310.17214.17214,6,18,11.0,1.8333333333333333
143548887.1630.1630,2,3,3.0,1.5
143548887.1639.1630,2,12,3.0,1.5
143549535.1673.1673,3,15,6.0,2.0
143551629.1709.1709,4,31,6.0,1.5
143552202.1792.1792,3,14,4.0,1.3333333333333333
143555812.1828.1828,4,32,8.0,2.0
143558004.1914.1914,2,20,4.0,2.0
143877849.77.77,1,6,1.0,1.0
143878148.92.92,2,3,4.0,2.0
143878851.103.103,2,8,3.0,1.5
143878980.125.125,1,12,2.0,2.0
143879064.157.157,2,7,3.0,1.5
143879324.180.180,1,7,2.0,2.0
143879501.203.203,2,17,4.0,2.0
270177839.28034.28034,1,4,2.0,2.0
270177839.28044.28034,3,42,5.0,1.6666666666666667
270180710.28275.28275,2,9,4.0,2.0
270214745.28299.28299,1,10,2.0,2.0
270220409.28330.28330,2,13,2.0,1.0
270300910.28360.28360,1,26,1.0,1.0
270311808.28417.28417,3,39,6.0,2.0
270328244.28512.28512,9,80,14.0,1.5555555555555556
270381035.28692.28692,10,179,16.0,1.6
271057420.29079.29079,1,4,2.0,2.0
271057420.29089.29079,2,27,2.0,1.0
271057499.29150.29150,2,9,3.0,1.5
271057956.29166.29166,4,32,6.0,1.5
271059213.29258.29258,3,16,7.0,2.3333333333333335
271059327.29301.29301,2,25,3.0,1.5
271060338.29368.29368,3,26,4.0,1.3333333333333333
251263251.32055.32055,1,6,2.0,2.0
251263251.32069.32055,24,407,49.0,2.0416666666666665
251615936.33013.33013,7,101,15.0,2.142857142857143
251621143.33513.33513,6,144,8.0,1.3333333333333333
236161634.27131.27131,1,4,2.0,2.0
236161634.27143.27131,7,153,13.0,1.8571428571428572
236232910.26772.26772,4,82,7.0,1.75
236315326.26989.26989,4,74,5.0,1.25
237796472.27149.27149,3,55,5.0,1.6666666666666667
12451425.436.436,1,5,2.0,2.0
12451425.448.436,2,19,3.0,1.5
12451500.490.490,3,18,6.0,2.0
12451554.536.536,3,14,6.0,2.0
12935608.571.571,1,3,3.0,3.0
12941035.584.584,1,5,2.0,2.0
12941035.597.584,4,23,7.0,1.75
12961087.618.618,5,111,11.0,2.2
13009758.949.949,2,12,4.0,2.0
13100081.980.980,3,22,5.0,1.6666666666666667
13206140.1079.1079,3,19,5.0,1.6666666666666667
235774547.61002.61002,1,9,2.0,2.0
235774547.61031.61002,8,178,17.0,2.125
235777274.61434.61434,5,95,11.0,2.2
235823498.61646.61646,4,52,10.0,2.5
218721997.57099.57099,1,3,2.0,2.0
218721997.57107.57099,3,42,6.0,2.0
218733086.57226.57226,4,38,9.0,2.25
218784036.57313.57313,6,75,11.0,1.8333333333333333
218785081.57528.57528,5,56,11.0,2.2
202169381.11823.11823,1,5,2.0,2.0
202169381.11835.11823,1,13,2.0,2.0
202170046.11879.11879,1,12,3.0,3.0
202170973.11906.11906,1,1,2.0,2.0
203891639.12506.12506,1,2,2.0,2.0
203891639.12514.12506,2,9,5.0,2.5
203892364.12547.12547,3,15,6.0,2.0
203892928.12582.12582,3,22,8.0,2.6666666666666665
203897541.12640.12640,9,260,17.0,1.8888888888888888
203898053.13222.13222,3,50,4.0,1.3333333333333333
203899060.13359.13359,3,41,3.0,1.0
231798880.15769.15769,1,5,2.0,2.0
231798880.15781.15769,6,110,11.0,1.8333333333333333
231799768.15836.15836,3,39,5.0,1.6666666666666667
231800618.15922.15922,1,12,2.0,2.0
231887421.15955.15955,1,5,1.0,1.0
231916495.15971.15971,2,21,4.0,2.0
231968939.16141.16141,2,21,4.0,2.0
232014338.16025.16025,1,25,1.0,1.0
232017619.16284.16284,3,74,4.0,1.3333333333333333
232021456.16447.16447,11,172,18.0,1.6363636363636365
232082723.16868.16868,1,18,1.0,1.0
228468167.5005.5005,1,4,2.0,2.0
228468167.5015.5005,12,170,24.0,2.0
228513387.5387.5387,4,50,9.0,2.25
228514249.5387.5387,6,48,9.0,1.5
228516137.5644.5644,6,55,12.0,2.0
228520673.5780.5780,5,186,7.0,1.4
228520950.6187.6187,4,41,5.0,1.25
427695564.32647.32647,1,4,2.0,2.0
427695564.32657.32647,3,47,7.0,2.3333333333333335
427763350.32774.32774,7,66,15.0,2.142857142857143
427827389.32933.32933,3,44,6.0,2.0
427899987.33035.33035,4,72,9.0,2.25
427681986.31007.31007,1,5,1.0,1.0
427681986.31021.31007,3,50,6.0,2.0
427682517.31166.31166,6,139,12.0,2.0
427683608.31483.31483,6,118,7.0,1.1666666666666667
427684851.31746.31746,8,182,9.0,1.125
392977706.44668.44668,1,2,2.0,2.0
392977706.44676.44668,2,15,4.0,2.0
393004109.44714.44714,3,23,5.0,1.6666666666666667
393164560.44777.44777,4,35,8.0,2.0
389929630.28779.28779,1,3,2.0,2.0
389929630.28787.28779,3,89,5.0,1.6666666666666667
389940333.28987.28987,7,70,11.0,1.5714285714285714
390044075.29151.29151,6,118,10.0,1.6666666666666667
390063750.29403.29403,2,14,4.0,2.0
390066809.29445.29445,3,45,6.0,2.0
135048926.41980.41980,1,3,2.0,2.0
135048926.41988.41980,9,128,13.0,1.4444444444444444
135220954.42268.42268,8,136,11.0,1.375
135254567.42591.42591,2,41,3.0,1.5
57380278.34706.34706,1,3,2.0,2.0
57380278.34714.34706,2,64,3.0,1.5
57406036.34974.34974,1,9,2.0,2.0
57459040.35001.35001,1,11,1.0,1.0
74631077.12510.12510,2,4,5.0,2.5
74631077.12521.12510,3,18,7.0,2.3333333333333335
74646061.12603.12603,1,15,4.0,4.0
74790672.12642.12642,1,7,3.0,3.0
74804404.12666.12666,1,2,3.0,3.0
75361839.12816.12816,1,3,2.0,2.0
75361839.12824.12816,12,207,19.0,1.5833333333333333
75363682.13284.13284,4,52,5.0,1.25
75441033.13402.13402,18,289,28.0,1.5555555555555556
75457605.14042.14042,5,95,9.0,1.8
75515515.14278.14278,11,158,20.0,1.8181818181818181
70475487.1262.1239,1,3,2.0,2.0
70475487.1274.1239,7,203,16.0,2.2857142857142856
70532278.1736.1736,4,120,7.0,1.75
70588130.1994.1994,3,32,5.0,1.6666666666666667
136660409.4608.4608,1,4,2.0,2.0
136660409.4618.4608,2,19,5.0,2.5
136681867.4662.4662,4,74,7.0,1.75
136704766.4769.4769,3,31,5.0,1.6666666666666667
137128570.4935.4935,1,17,1.0,1.0
137458865.4970.4970,3,64,5.0,1.6666666666666667
137548837.5210.5210,1,15,1.0,1.0
137592903.5246.5246,2,24,5.0,2.5
59797248.10412.10412,1,4,2.0,2.0
59797248.10422.10412,7,101,13.0,1.8571428571428572
59798295.10639.10639,4,44,6.0,1.5
59798674.10738.10738,4,19,6.0,1.5
59573834.9091.9091,1,1,2.0,2.0
59573834.9097.9091,3,43,4.0,1.3333333333333333
59606973.9195.9195,1,5,2.0,2.0
59632434.9207.9207,6,97,6.0,1.0
59636477.9433.9433,4,96,6.0,1.5
397617990.24120.24120,1,7,2.0,2.0
397617990.24140.24120,6,120,8.0,1.3333333333333333
397712326.24413.24413,3,23,6.0,2.0
397752289.24473.24473,2,26,3.0,1.5
405894242.24558.24558,1,4,2.0,2.0
405894242.24573.24558,1,15,1.0,1.0
405899029.24618.24618,1,10,2.0,2.0
405932789.24647.24647,1,18,1.0,1.0
405933301.24698.24698,3,21,7.0,2.3333333333333335
243764273.21212.21212,1,3,2.0,2.0
243764273.21220.21212,4,109,5.0,1.25
243765859.21451.21451,6,106,7.0,1.1666666666666667
243767723.21840.21840,1,3,3.0,3.0
221125910.8024.8024,1,4,2.0,2.0
221125910.8034.8024,1,14,2.0,2.0
221131516.8103.8103,1,1,2.0,2.0
221166747.8107.8107,8,100,16.0,2.0
221196821.8371.8371,2,11,5.0,2.5
221198025.8403.8403,3,33,6.0,2.0
221211649.8485.8485,5,48,6.0,1.2
221274778.8608.8608,8,78,12.0,1.5
221296381.8781.8781,3,29,4.0,1.3333333333333333
221300933.8853.8853,4,48,7.0,1.75
221302872.8967.8967,3,15,5.0,1.6666666666666667
221306658.9007.9007,15,174,26.0,1.7333333333333334
221307319.9431.9431,3,18,3.0,1.0
238913081.21606.21606,1,2,2.0,2.0
238913081.21614.21606,3,33,6.0,2.0
238913295.21698.21698,3,6,7.0,2.3333333333333335
238913495.21718.21718,1,9,2.0,2.0
217613994.14175.14175,1,4,2.0,2.0
217613994.14185.14175,1,8,2.0,2.0
217615115.14202.14202,2,18,3.0,1.5
217615731.14249.14249,1,14,2.0,2.0
217615968.14283.14283,3,15,6.0,2.0
